frame,t,follower,leader,dist,lateral,angle,v_follower,v_leader,_seg,scene
3030,121.2,41,40,0.9985547355629055,0.2597153797020656,15.075478466789695,1.0214302578567143,1.1736874675311133,40,zara01
3040,121.6,41,40,1.0576956633393848,0.2602551563550599,14.244404679828124,1.0216398593666958,1.1366242563764661,40,zara01
3050,122.0,41,40,1.0942062514747841,0.25964120158066056,13.72648728098354,1.0387644795971538,1.0771714640908108,40,zara01
3060,122.4,41,40,1.097997606352526,0.2450185372040422,12.894135199167335,1.0643353768194397,1.0542966062199202,40,zara01
3070,122.8,41,40,1.0938370991087771,0.24837817912733526,13.124663210686089,1.072214997973319,1.0542966062199202,40,zara01
3080,123.2,41,40,1.090145691209762,0.27137076807386956,14.41424761512551,1.071474323808771,1.0381256996937231,40,zara01
3090,123.6,41,40,1.0656261543775836,0.2866884050937911,15.606721880354092,1.069087110753088,1.0237404695755055,40,zara01
3100,124.0,41,40,1.0469311992225563,0.31414444369073036,17.46133701762689,1.068199512155636,1.0224754810735461,40,zara01
3110,124.4,41,40,1.0282702802203127,0.3104915730726956,17.575075754643496,1.0682507916755584,1.0224754810735648,40,zara01
3120,124.8,41,40,1.009612479131564,0.3118513664454381,17.99188213818416,1.0524528735911198,1.0096636067577571,40,zara01
3130,125.2,41,40,0.9857790373308931,0.3035276651852317,17.933105065389285,0.9998201255671957,0.9827146668913366,40,zara01
3140,125.6,41,40,0.9675213476666068,0.26054106192976545,15.621852268607105,0.9634256179112749,0.9703056439828291,40,zara01
3150,126.0,41,40,0.9521456215706948,0.20329742538936038,12.328423457604574,0.9634256179112574,0.9703056439828117,40,zara01
3160,126.4,41,40,0.9402227506179506,0.1610909417460808,9.865316517169381,0.9491075576581512,0.9983022459652389,40,zara01
3170,126.8,41,40,0.9607809046597194,0.12499462697287345,7.475192413802851,0.9214260596206618,1.0710688426013986,40,zara01
3180,127.2,41,40,1.0266707990663109,0.0547860425369662,3.0589169352890466,0.9078211821895644,1.1163339876945404,40,zara01
3190,127.6,41,40,1.1005754856586705,0.03192958041179039,1.6624819947644607,0.9078211821895639,1.1161001332144758,40,zara01
3200,128.0,41,40,1.180795888281067,0.04288711698089903,2.081470136522341,0.91544814532151,0.9646814833831877,40,zara01
3210,128.4,41,40,1.1245475360018182,0.06052625896286823,3.08530819507662,0.9329578611577249,0.8231262093465861,40,zara01
3220,128.8,41,40,1.0613724821595094,0.14723830023349588,7.974041652036881,0.9397682715202768,0.8110095100568543,40,zara01
3590,143.6,53,52,1.2439388366351103,0.5336084714135692,25.402009004062688,1.481644389252329,1.6342418496403717,52,zara01
3600,144.0,53,52,1.2549883307972982,0.44210842641129955,20.626889141395004,1.5759451590150824,1.6342418495175848,52,zara01
3610,144.4,53,52,1.2055747624911781,0.3611834382556207,17.433243017225035,1.7331408159767454,1.6344444373217208,52,zara01
3620,144.8,53,52,1.1137123233628983,0.3035873718355498,15.818473562937791,1.6460252879364616,1.6346470969286364,52,zara01
3860,154.4,57,56,1.9183646006737158,0.44534931081720636,13.423714100534783,1.1672627573737555,1.3112079223932505,57,zara01
3870,154.8,57,56,1.9157291974907333,0.2632402076397338,7.897997428577095,1.1519800775714601,1.3464627984720314,57,zara01
3880,155.2,57,56,1.9471265067459296,0.2764161802127967,8.161341375198212,1.236490723462349,1.397978387590265,57,zara01
3890,155.6,57,56,1.9434402787494955,0.3786790984705681,11.235953936341122,1.347243085958686,1.4136442044544388,57,zara01
3900,156.0,57,56,1.9384412579594539,0.2987341977692161,8.865213208955067,1.3594441816408713,1.4135882667708715,57,zara01
3910,156.4,57,56,1.9383828683986353,0.2754129690926048,8.168449699712642,1.3450907730729385,1.4135882667685284,57,zara01
5190,207.6,82,76,2.2863992710771006,0.5527949687514006,13.99134627897024,1.0757481197783525,0.8073369038208772,69,zara01
5200,208.0,82,76,2.1041699340266065,0.20141397614599166,5.492839048125609,0.9842537042625612,0.7919574427310168,69,zara01
5210,208.4,82,76,1.9926339704456058,0.2978126440962403,8.595447113022855,0.8843012695709633,0.7827920788813745,69,zara01
5220,208.8,82,76,1.9252197890067,0.5814391816578272,17.57847937954785,0.8665889999362517,0.7827437011311785,69,zara01
5140,205.6,82,78,1.832323147983679,0.17108389527687096,5.357506996349419,0.6699539573842193,0.777600136715918,71,zara01
5150,206.0,82,78,1.840946473179462,0.04440335922655514,1.3820998399646123,0.6699539573842197,0.7776001368393978,71,zara01
5160,206.4,82,78,1.8583254706015553,0.016415126762927112,0.5061167862985726,0.7690051171206435,0.8079151776366145,71,zara01
5170,206.8,82,78,1.8154181026163823,0.014507439763195018,0.4578691354424856,0.9723394475249434,0.844058093007312,71,zara01
5180,207.2,82,78,1.7012205421120112,0.061219897734691386,2.0622836210690525,1.0756452390442397,0.8478128430126072,71,zara01
5190,207.6,82,78,1.5964859862240057,0.18490475715741633,6.650914616765569,1.0757481197783525,0.8093177460439632,71,zara01
5200,208.0,82,78,1.4735500876051753,0.42594041673281524,16.801526653651585,0.9842537042625612,0.6814124001537516,71,zara01
5260,210.4,82,80,2.866098663200428,0.1844838071906616,3.6905415458861155,0.7151979762818657,0.7743025270725225,72,zara01
5270,210.8,82,80,2.346228711052461,0.21320815446427144,5.213815267639611,0.7659008302148512,0.7871176204618819,72,zara01
5280,211.2,82,80,1.7771617970228695,0.4843974906863322,15.817136936834258,0.8092870331969071,0.8057483408776607,72,zara01
5290,211.6,82,83,2.788457640251118,0.545377333637407,11.27883360152277,0.8149309020417618,1.155724355178493,73,zara01
5300,212.0,82,83,2.040879644156459,0.006440752756878901,0.18081838557922797,0.8521065168275765,1.1484259806438988,73,zara01
5310,212.4,82,83,1.2877867209009568,0.338705215830014,15.248944449251717,0.892197548864684,1.1260792140530875,73,zara01
5380,215.2,82,88,2.7446884256155766,0.02360934171512946,0.49285460122162045,0.8224894431699304,1.1183095735895485,76,zara01
5390,215.6,82,88,1.9983165520922384,0.2830859978958524,8.144044309229955,0.7978262969343388,1.087912273270828,76,zara01
5400,216.0,82,88,1.274771541885989,0.3391293351549494,15.428251355539771,0.7978262969343388,1.0725700115009282,76,zara01
5410,216.4,83,94,2.9021399117092335,0.07015201171314163,1.38511782741074,1.0527740666314198,1.1599671327766432,81,zara01
5420,216.8,83,94,2.0440060804137294,0.20457304772153287,5.74402852649521,1.0525762330304838,1.1598793953470756,81,zara01
5430,217.2,83,94,1.212518222700275,0.2718056785508212,12.953856270516367,1.0669744896549804,1.1405352611269644,81,zara01
5310,212.4,86,85,1.659938327573622,0.4508204144447835,15.75882285025464,1.2618529123276885,1.1595842814846067,85,zara01
5320,212.8,86,85,1.7459671307260751,0.35039730149061626,11.577283042018035,1.1631202045616884,1.4010640580325784,85,zara01
5330,213.2,86,85,1.8499422961746592,0.3025422490003561,9.412514918119168,1.1348066628604323,1.4010949608896428,85,zara01
5340,213.6,86,85,1.9543935797861656,0.3161525240493528,9.30935938307752,1.1571503984048992,1.3758809625176802,85,zara01
5350,214.0,86,85,2.0179247598281873,0.3139097451283307,8.949315215003336,1.1823415948442546,1.2979437190747125,85,zara01
5360,214.4,86,85,2.024026444939885,0.2266668598908504,6.429933088078616,1.1848790603845454,1.250806942292347,85,zara01
5370,214.8,86,85,2.0343167121774823,0.0459503531910716,1.2942848147333708,1.1237889697346444,1.2510690030734897,85,zara01
5380,215.2,86,85,2.0979315025745726,0.2656835705497518,7.275515573688742,1.0278535728552087,1.262844054376247,85,zara01
5390,215.6,86,85,2.2163176785390664,0.49525706933466196,12.912303212825684,0.9919200212578362,1.2886555457642195,85,zara01
5400,216.0,86,85,2.352640018648992,0.23068080656957102,5.627000799522301,0.9946174406045583,1.3028899994549692,85,zara01
5410,216.4,86,85,2.4648345906438682,0.29457201236123554,6.863815487901571,1.0369702390328375,1.303153058452258,85,zara01
5420,216.8,86,85,2.5721700325418655,0.4723640631317525,10.582095550346086,1.0501719767254718,1.303156985356745,85,zara01
5430,217.2,86,85,2.681200321552427,0.5570887710802599,11.992045213500164,1.0501719767254718,1.3028899994550154,85,zara01
5440,217.6,86,85,2.7914975940067057,0.30238915895045776,6.218771910901607,1.0308552224565006,1.30288999944247,85,zara01
5450,218.0,86,85,2.900844610312202,0.09471100951460379,1.8710087627591219,1.0274423803316393,1.3028899994049707,85,zara01
5320,212.8,87,86,1.5226154083376588,0.15811849389553403,5.960720621909599,1.2560956562187053,1.1631202045616884,86,zara01
5330,213.2,87,86,1.4780177688160914,0.21638865750459302,8.41862717498344,1.2561002262062277,1.1348066628604323,86,zara01
5340,213.6,87,86,1.436358174958417,0.2576975549564778,10.335417553186996,1.2512220473434,1.1571503984048992,86,zara01
5350,214.0,87,86,1.4156391894960556,0.25517997262333025,10.384774912836765,1.2403526866328558,1.1823415948442546,86,zara01
5360,214.4,87,86,1.3994044091714648,0.2516525890974298,10.359761974989116,1.2345865917818466,1.1848790603845454,86,zara01
5370,214.8,87,86,1.383420362283489,0.24941182583819535,10.386440088826415,1.2175891950830475,1.1237889697346444,86,zara01
5380,215.2,87,86,1.3359174447370696,0.1682479114913606,7.235149544904634,1.1388276229145005,1.0278535728552087,86,zara01
5390,215.6,87,86,1.299248555130491,0.0619201764069679,2.7316629742435015,1.084217639511947,0.9919200212578362,86,zara01
5400,216.0,87,86,1.2627028754953196,0.06862324904481426,3.115349346294913,1.0842176395119478,0.9946174406045583,86,zara01
5410,216.4,87,86,1.218314533720297,0.08109183257434305,3.816467092420168,1.0976612880185423,1.0369702390328375,86,zara01
5420,216.8,87,86,1.1724055915541727,0.14388939078008095,7.049687552901329,1.1251243249408225,1.0501719767254718,86,zara01
5430,217.2,87,86,1.129907847400817,0.08289626383919915,4.207314083533905,1.1165719667574179,1.0501719767254718,86,zara01
5440,217.6,87,86,1.0986383999748135,0.12319262194858069,6.438235961875634,1.0375981591341994,1.0308552224565006,86,zara01
5450,218.0,87,86,1.1321927574986272,0.3420244931137712,17.583197032521483,0.9754150200728521,1.0274423803316393,86,zara01
5460,218.4,87,86,1.1760910860811846,0.4556439952037554,22.794206482855536,0.9753613233905567,1.0274423803204444,86,zara01
5470,218.8,87,86,1.22876588288303,0.4274644060362392,20.3577673309192,0.9711545668661239,1.0692493680458584,86,zara01
5480,219.2,87,86,1.279477740591499,0.21575330720397667,9.707945659330786,0.9914977086887357,1.1536190029432074,86,zara01
5490,219.6,87,86,1.347326997106157,0.09318075230828135,3.9657255147590242,1.003426834205731,1.1963891749740794,86,zara01
5500,220.0,87,86,1.4183611411542179,0.035550893207015266,1.4362558444927798,1.0034268342057293,1.1963891749997204,86,zara01
5510,220.4,87,86,1.4916477064555216,0.09955083744870671,3.826698180327759,1.0751331365123553,1.2062639225658902,86,zara01
5520,220.8,87,86,1.5150351486989675,0.25381420795198467,9.644253147553568,1.2080604303904043,1.220603140531368,86,zara01
5530,221.2,87,86,1.5021923394412,0.32804550308624886,12.613772986979448,1.264991145721372,1.2236921476516702,86,zara01
5540,221.6,87,86,1.4896211787287073,0.34498320826511353,13.390772510722874,1.2649911457213259,1.223692147776591,86,zara01
5550,222.0,87,86,1.4773286011241522,0.40697866187804166,15.990789656224027,1.2730081542890759,1.2255627992988631,86,zara01
5560,222.4,87,86,1.4695192133465431,0.5258377103962164,20.966973960107087,1.2894616980966047,1.2277133168991756,86,zara01
5380,215.2,88,82,2.7446884256155766,0.13147479505357068,2.745606596034426,1.1183095735895485,0.8224894431699304,87,zara01
5390,215.6,88,82,1.9983165520922384,0.47920504712786294,13.874994569981329,1.087912273270828,0.7978262969343388,87,zara01
5400,216.0,88,82,1.274771541885989,0.44579045084788516,20.46910325345758,1.0725700115009282,0.7978262969343388,87,zara01
5410,216.4,88,82,0.6032356365563896,0.2919310317525031,28.943175247263092,1.0419732259187091,0.8828747953427292,87,zara01
5480,219.2,88,92,2.5223452715457224,0.1243298315353032,2.8253318336810875,0.9077521739207067,1.1178606051356987,89,zara01
5490,219.6,88,92,1.7489025183694724,0.44523253774821037,14.748595764751952,0.8833192152538879,0.9944063530839298,89,zara01
5500,220.0,88,92,1.0752485825256344,0.4205792938998602,23.025832153018765,0.9793847778758028,0.8763731712637884,89,zara01
5510,220.4,89,77,1.0835202937623392,0.002771737221864398,0.1465676451584456,1.0551110668071204,0.7954716883306098,90,zara01
5520,220.8,89,77,0.988828227741557,0.07200176986840666,4.175701763029771,1.013628551704317,0.7955089995530513,90,zara01
5530,221.2,89,77,0.9113200158974408,0.12941217453251608,8.163894765469395,0.9160797496890677,0.7901199394710046,90,zara01
5540,221.6,89,77,0.895298087379753,0.19552101993025242,12.614282310973708,0.8386510020912161,0.7658061405600348,90,zara01
5550,222.0,89,77,0.8618389885731315,0.20235439419818607,13.579464412989626,0.8386510020912175,0.7484665461124895,90,zara01
5560,222.4,89,77,0.8281795428154094,0.15523919730189575,10.803790995892792,0.7584107560605854,0.7482034647124891,90,zara01
5570,222.8,89,77,0.849097510343946,0.05112872451989196,3.452175166336105,0.6817423230807371,0.7482034647125158,90,zara01
5580,223.2,89,77,0.8719995617532755,0.01774516884004866,1.1660481420503772,0.6808170775401524,0.7045760133545692,90,zara01
5590,223.6,89,77,0.8597467561515721,0.016212835095204936,1.0805299157959314,0.6757188561097389,0.6445927175605114,90,zara01
5600,224.0,89,77,0.8381903490464436,0.05370446295978146,3.6735668532420656,0.6717399959761702,0.627234297792183,90,zara01
5610,224.4,89,77,0.819900688995694,0.10612921820967086,7.4373229825607945,0.6720022169356007,0.6272342977897039,90,zara01
5490,219.6,93,91,0.7810735526241381,0.3695254241449124,28.235673710096698,1.072521211927107,1.0153949035409184,95,zara01
5500,220.0,93,91,0.7135847637178124,0.29818973391029135,24.7005441307445,1.0736348714099206,0.9676210783610414,95,zara01
5510,220.4,93,91,0.6348107345247533,0.23447261575548706,21.67604762843326,1.0501051975429636,0.9536846445129235,95,zara01
5520,220.8,93,91,0.581376936073647,0.22073823398147693,22.313973205787626,0.9365200660443311,0.9536846445137901,95,zara01
5530,221.2,93,91,0.6170276422193122,0.2639955301793022,25.331218965958907,0.8522131548553235,0.9536846445013194,95,zara01
5540,221.6,93,91,0.6530385678636839,0.26179470542902417,23.633644015828246,0.8522131548552966,0.9001212612107885,95,zara01
5550,222.0,93,91,0.6225101722078056,0.19767624892938734,18.51464362594782,0.8487109567857717,0.8555552200243152,95,zara01
5560,222.4,93,91,0.6027369528175887,0.15480574319652546,14.882521611415084,0.8379264824521827,0.8555552200119322,95,zara01
5570,222.8,93,91,0.5979617084102721,0.12338711645,11.908314711924898,0.8308110202375172,0.860215391137953,95,zara01
5580,223.2,93,91,0.6014072823193708,0.08018969269999943,7.662453208991589,0.8308110202500174,0.8714606983823371,95,zara01
5590,223.6,93,91,0.6143284806014385,0.08598743322672817,8.04609858189515,0.8005038546532954,0.8780439999431736,95,zara01
5600,224.0,93,91,0.657511732229899,0.19853139922024315,17.574372200882983,0.7536547395777176,0.8780439999431721,95,zara01
5610,224.4,93,91,0.7316476936595745,0.3242948189577269,26.31072777710654,0.7380335831852882,0.8780439999431721,95,zara01
5620,224.8,93,91,0.8084111282744392,0.3965592946092823,29.376186099275657,0.7381908351725108,0.856359845865008,95,zara01
5420,216.8,94,91,1.948023158339471,0.5726554236049705,17.09563220105316,1.1598793953470756,1.2367700802191206,96,zara01
5430,217.2,94,91,1.9663234325475376,0.5168963532641588,15.240695347575837,1.1405352611269644,1.2545517888858932,96,zara01
5440,217.6,94,91,2.001266493243758,0.4564922822739709,13.185336404251842,1.0763726313850142,1.2545517888835045,96,zara01
5450,218.0,94,91,2.0734458574804724,0.39598934961071997,11.010056270830276,1.0314686256695706,1.1515901743066057,96,zara01
5460,218.4,94,91,2.062164542493064,0.3434600633371754,9.587473779093083,1.0326958024188957,1.0491719703395619,96,zara01
5470,218.8,94,91,2.0530027200993346,0.37050819234695465,10.397216370417715,1.0391683416273962,1.0491719703379467,96,zara01
5480,219.2,94,91,2.0461177580350487,0.40818526790763593,11.507286850263206,1.0458300922011659,1.0494327426443095,96,zara01
5490,219.6,94,91,2.039581740634029,0.3743554368361886,10.576326150314923,1.0460871984459665,1.0153949035409184,96,zara01
5500,220.0,94,91,2.002658746926697,0.2612816598998991,7.496601825919624,1.0550558233612148,0.9676210783610414,96,zara01
5510,220.4,94,91,1.9434252373511538,0.09381576398514169,2.7669380295083794,1.0696911329703207,0.9536846445129235,96,zara01
5520,220.8,94,91,1.8834282609902964,0.021829837418541942,0.6641004509907988,1.0746456436643146,0.9536846445137901,96,zara01
5530,221.2,94,91,1.827553454469084,0.11147620918536061,3.4970707347922136,1.0743945984766927,0.9536846445013194,96,zara01
5540,221.6,94,91,1.7768204280593516,0.3539161186248497,11.489308767176267,1.113662407110805,0.9001212612107885,96,zara01
5410,216.4,94,93,1.3369755200399507,0.11278523080281722,4.839136335187894,1.1599671327766432,1.0963205770454056,98,zara01
5420,216.8,94,93,1.3162009274057163,0.10483198214969214,4.568298588896714,1.1598793953470756,1.109666073384414,98,zara01
5430,217.2,94,93,1.2954599265051852,0.09582198131856967,4.241901806940918,1.1405352611269644,1.1096660733844141,98,zara01
5440,217.6,94,93,1.2901577719476318,0.08391207563706804,3.7291593640925114,1.0763726313850142,1.0971484611186668,98,zara01
5450,218.0,94,93,1.3082979360495426,0.04343187380560182,1.9024109835800955,1.0314686256695706,1.070997803787818,98,zara01
5460,218.4,94,93,1.3114912471602116,0.024671657274723313,1.0779067162821871,1.0326958024188957,1.0590697258607487,98,zara01
5470,218.8,94,93,1.317964412590824,0.0382328715277388,1.6623282924531582,1.0391683416273962,1.0590697258621944,98,zara01
5480,219.2,94,93,1.3216029257805841,0.03400874002950588,1.474552111774352,1.0458300922011659,1.0629738465874599,98,zara01
5490,219.6,94,93,1.3313018050573076,0.02071580601329842,0.8915905868956834,1.0460871984459665,1.072521211927107,98,zara01
5500,220.0,94,93,1.3417119177478807,0.04485667132241539,1.915893370623815,1.0550558233612148,1.0736348714099206,98,zara01
5510,220.4,94,93,1.3456269391040783,0.11274556745884345,4.806255879679697,1.0696911329703207,1.0501051975429636,98,zara01
5520,220.8,94,93,1.3288576105991334,0.16165124499584443,6.98715227643645,1.0746456436643146,0.9365200660443311,98,zara01
5530,221.2,94,93,1.2441263914850669,0.24024772734198876,11.134077062178715,1.0743945984766927,0.8522131548553235,98,zara01
5540,221.6,94,93,1.167256748489972,0.41489678278232583,20.820783289793294,1.113662407110805,0.8522131548552966,98,zara01
5420,216.8,95,91,1.9458511814804078,0.050717766499004724,1.4935587689023675,1.116349654057907,1.2367700802191206,99,zara01
5430,217.2,95,91,2.0013198465686886,0.07480874492546963,2.1421983795423776,1.1161635814810504,1.2545517888858932,99,zara01
5440,217.6,95,91,2.057135325117677,0.09232211070379492,2.572239423499633,1.1012635217442244,1.2545517888835045,99,zara01
5450,218.0,95,91,2.1247960594576214,0.08890663085979167,2.398094763527707,1.0517442377432908,1.1515901743066057,99,zara01
5460,218.4,95,91,2.137816370248045,0.10594112179654419,2.840499495515269,1.0167982442483752,1.0491719703395619,99,zara01
5470,218.8,95,91,2.1512804742566978,0.14018958558263828,3.736364223846487,1.0167982442484118,1.0491719703379467,99,zara01
5480,219.2,95,91,2.165327299016576,0.1962977292438589,5.201289416973465,1.0256179995376773,1.0494327426443095,99,zara01
5490,219.6,95,91,2.173872346183879,0.27153695989084115,7.1755203097860045,1.0379208032397205,1.0153949035409184,99,zara01
5500,220.0,95,91,2.154352945190445,0.34218711458536843,9.139294445444783,1.0415033661753461,0.9676210783610414,99,zara01
5510,220.4,95,91,2.1256044691616087,0.4091782539618266,11.09870076412479,1.0415033661753463,0.9536846445129235,99,zara01
5420,216.8,95,93,1.5287854286481704,0.5520557114130998,21.16822002992669,1.116349654057907,1.109666073384414,100,zara01
5430,217.2,95,93,1.5189529245857365,0.5330975651226662,20.546279765302053,1.1161635814810504,1.1096660733844141,100,zara01
5440,217.6,95,93,1.5095215530016992,0.5092623138331576,19.716520536320857,1.1012635217442244,1.0971484611186668,100,zara01
5450,218.0,95,93,1.5112681864038087,0.49950897540316025,19.30052576638887,1.0517442377432908,1.070997803787818,100,zara01
5460,218.4,95,93,1.5393014248912427,0.5307485609383034,20.169485580823306,1.0167982442483752,1.0590697258607487,100,zara01
5470,218.8,95,93,1.5683691840249818,0.5735318164398463,21.449852058018585,1.0167982442484118,1.0590697258621944,100,zara01
6600,264.0,117,116,2.7685042521109984,0.5248277161777872,10.92774081193534,1.0650497224490196,1.1189932364762656,107,zara01
6610,264.4,117,116,2.793657251046044,0.47754206026053586,9.842358267188073,1.0653168318149888,1.1955280894031635,107,zara01
6620,264.8,117,116,2.858787601504882,0.4646716164598807,9.354444698527315,1.0653168318123176,1.2365724863739178,107,zara01
6630,265.2,117,116,2.9243636051612616,0.4376306044485644,8.60663599220754,1.0685604677186893,1.2365724863739187,107,zara01
6640,265.6,117,116,2.9866958976195455,0.2769305598605527,5.320185456846835,1.1050535473519518,1.2472480261368266,107,zara01
