frame,t,ped_id,x,y,speed,r_k,k_density,q,scene
30,1.2,6,-1.72,1.32,0.0,4.778085390614111,0.041827659911755626,0.0,seq_hotel
30,1.2,8,-1.45,-0.76,0.0,3.41774779642969,0.08175067704403492,0.0,seq_hotel
40,1.6,3,0.84,-2.46,1.508413902083908,4.1709711099455005,0.054890478734918216,0.08279756121579177,seq_hotel
40,1.6,4,2.71,0.34,1.7045893933730782,4.34028800887683,0.050691399798884824,0.08640802243241326,seq_hotel
40,1.6,5,-1.59,0.93,0.0,4.1709711099455005,0.054890478734918216,0.0,seq_hotel
40,1.6,6,-1.72,1.32,0.0,4.537102599677463,0.04638891143443974,0.0,seq_hotel
40,1.6,8,-1.45,-0.76,0.0,2.8520343616443333,0.11739831801322483,0.0,seq_hotel
50,2.0,3,0.45,-2.0,1.4429245475768997,3.6600546444008177,0.07128468636543538,0.10285842382300703,seq_hotel
50,2.0,4,2.63,0.94,1.681703005884214,4.366566156604065,0.050083110445398676,0.08422491738005802,seq_hotel
50,2.0,5,-1.59,0.93,0.0,3.5702240826032194,0.0749170092614735,0.0,seq_hotel
50,2.0,6,-1.72,1.32,0.0,3.9662702883187375,0.06070252671752315,0.0,seq_hotel
50,2.0,8,-1.45,-0.76,0.0,2.2688322987827902,0.18550968578587534,0.0,seq_hotel
60,2.4,3,0.17,-1.52,1.4595590087420247,3.411407334224396,0.08205484404576267,0.11976388683791479,seq_hotel
60,2.4,4,2.59,1.68,1.6298006013006632,4.32500867051154,0.05105019638673624,0.08320164076761967,seq_hotel
60,2.4,5,-1.59,0.93,0.0,3.0166372005927395,0.10493617197078844,0.0,seq_hotel
60,2.4,6,-1.72,1.32,0.0,3.411407334224396,0.08205484404576267,0.0,seq_hotel
60,2.4,8,-1.45,-0.76,0.0,2.097450833750341,0.2170640007617966,0.0,seq_hotel
70,2.8,3,-0.1,-0.97,1.5496975511369946,2.8050846689538624,0.1213610800726151,0.18807296859187234,seq_hotel
70,2.8,4,2.53,2.24,1.4080127840328733,4.3484365006287025,0.0505015975837501,0.0711068950120038,seq_hotel
70,2.8,5,-1.59,0.93,2.220446049250313e-16,2.414560001325293,0.16379301530872065,3.636935537370448e-17,seq_hotel
70,2.8,6,-1.72,1.32,0.0,2.8050846689538624,0.1213610800726151,0.0,seq_hotel
70,2.8,8,-1.45,-0.76,0.0,2.097450833750341,0.2170640007617966,0.0,seq_hotel
80,3.2,3,-0.34,-0.39,1.5552833343156476,2.1973848092675983,0.19776942291630367,0.3075874874989502,seq_hotel
80,3.2,5,-1.59,0.93,2.220446049250313e-16,1.8179383927955315,0.28894358635703715,6.415836447826998e-17,seq_hotel
80,3.2,6,-1.72,1.32,0.0,2.1973848092675983,0.19776942291630367,0.0,seq_hotel
80,3.2,8,-1.45,-0.76,0.0,2.097450833750341,0.2170640007617966,0.0,seq_hotel
90,3.6,3,-0.55,0.19,1.4952006554305686,1.6265915283192645,0.36092284320484236,0.5396520717197446,seq_hotel
90,3.6,5,-1.59,0.93,0.0,1.6957889019568444,0.3320685949686588,0.0,seq_hotel
90,3.6,6,-1.72,1.32,0.0,2.097450833750341,0.2170640007617966,0.0,seq_hotel
90,3.6,8,-1.45,-0.76,0.0,2.097450833750341,0.2170640007617966,0.0,seq_hotel
100,4.0,3,-0.76,0.73,1.3650206042400965,1.6420109622045767,0.3541761214121253,0.48345770325739307,seq_hotel
100,4.0,5,-1.59,0.93,2.220446049250313e-16,1.6957889019568444,0.3320685949686588,7.373403997782609e-17,seq_hotel
100,4.0,6,-1.72,1.32,0.02499999999999991,2.097450833750341,0.2170640007617966,0.005426600019044896,seq_hotel
100,4.0,8,-1.45,-0.76,0.0,2.097450833750341,0.2170640007617966,0.0,seq_hotel
110,4.4,3,-0.94,1.21,1.4298710606205032,2.0349447166937975,0.230603636452879,0.32973346623782307,seq_hotel
110,4.4,5,-1.59,0.93,4.965068306494546e-16,1.6957889019568444,0.3320685949686588,1.648743256461062e-16,seq_hotel
110,4.4,6,-1.7,1.32,0.024999999999999467,2.0949701668520246,0.21757835871206274,0.005439458967801453,seq_hotel
110,4.4,8,-1.45,-0.76,4.965068306494546e-16,2.0949701668520246,0.21757835871206274,1.0802914130203643e-16,seq_hotel
120,4.8,3,-1.19,1.79,1.3647344063956184,2.5632206303788987,0.14534476774347,0.19835700532909353,seq_hotel
120,4.8,5,-1.59,0.93,4.965068306494546e-16,1.6957889019568444,0.3320685949686588,1.648743256461062e-16,seq_hotel
120,4.8,6,-1.7,1.32,4.965068306494546e-16,2.0949701668520246,0.21757835871206274,1.0802914130203643e-16,seq_hotel
120,4.8,8,-1.45,-0.76,4.965068306494546e-16,2.5632206303788987,0.14534476774347,7.216466998379137e-17,seq_hotel
130,5.2,3,-1.46,2.17,1.1653862020806653,2.9300170647967216,0.11123234228903582,0.12962863692875604,seq_hotel
130,5.2,5,-1.59,0.93,4.965068306494546e-16,1.6957889019568444,0.3320685949686588,1.648743256461062e-16,seq_hotel
130,5.2,6,-1.7,1.32,4.965068306494546e-16,2.0949701668520246,0.21757835871206274,1.0802914130203643e-16,seq_hotel
130,5.2,8,-1.45,-0.76,4.965068306494546e-16,2.9300170647967216,0.11123234228903582,5.522761773564448e-17,seq_hotel
140,5.6,5,-1.59,0.93,4.965068306494546e-16,2.8570264261991,0.11698841772858794,5.808554850911566e-17,seq_hotel
140,5.6,6,-1.7,1.32,4.965068306494546e-16,2.67686383665662,0.13326583378242884,6.616739676517077e-17,seq_hotel
140,5.6,8,-1.45,-0.76,4.965068306494546e-16,4.172541192127407,0.05484917711853303,2.723299109485342e-17,seq_hotel
140,5.6,11,0.4,2.98,1.9557607215607924,2.67686383665662,0.13326583378242884,0.26063608323772364,seq_hotel
140,5.6,12,1.25,2.85,0.5618051263561054,3.3231611456563463,0.0864706212354322,0.048579638289262914,seq_hotel
140,5.6,13,1.01,3.82,0.8459462157844304,3.6870177650778957,0.0702458903900495,0.05942424514987026,seq_hotel
150,6.0,5,-1.59,0.93,0.0,2.3103679360655955,0.17889948266165312,0.0,seq_hotel
150,6.0,6,-1.7,1.32,0.0,2.2217110523198107,0.19346224849095867,0.0,seq_hotel
150,6.0,8,-1.45,-0.76,0.0,3.4591472937705325,0.07980558250260096,0.0,seq_hotel
150,6.0,11,0.34,2.2,2.026388412915942,2.2217110523198107,0.19346224849095867,0.39202965867874334,seq_hotel
150,6.0,12,1.33,2.64,0.6277439764744859,3.305041603369011,0.08742135238905568,0.05487822737748311,seq_hotel
150,6.0,13,0.9,3.5,0.9291292967074056,3.3929927792437167,0.08294792211453493,0.0770693445376185,seq_hotel
160,6.4,5,-1.59,0.93,4.965068306494546e-16,1.9773214205080571,0.2442400272523842,1.212668418488177e-16,seq_hotel
160,6.4,6,-1.7,1.32,4.965068306494546e-16,2.0949701668520246,0.21757835871206274,1.0802914130203643e-16,seq_hotel
160,6.4,8,-1.45,-0.76,4.965068306494546e-16,2.7746170906991834,0.12404100260458169,6.15872050737816e-17,seq_hotel
160,6.4,11,0.34,1.36,2.063863185872552,1.9773214205080571,0.2442400272523842,0.5040780007627046,seq_hotel
160,6.4,12,1.36,2.36,0.8250946915354627,3.231903463904824,0.09142282182738216,0.07543248497496545,seq_hotel
160,6.4,13,0.76,3.12,1.1549485919295293,3.0482125910113287,0.1027734360660567,0.11869803527225169,seq_hotel
170,6.8,5,-1.59,0.93,4.965068306494546e-16,2.0259565641938133,0.23265432051440418,1.1551445931550923e-16,seq_hotel
170,6.8,6,-1.7,1.32,4.965068306494546e-16,2.236716343213864,0.19087522408030785,9.477085255761811e-17,seq_hotel
170,6.8,8,-1.45,-0.76,0.15662455107677048,2.266848031959796,0.1858345966900268,0.029106260281108146,seq_hotel
170,6.8,11,0.4,0.55,2.0774082410542234,2.0681392603013946,0.22326046445136355,0.4638031287528561,seq_hotel
170,6.8,12,1.34,1.98,1.0752906583803286,3.1108198276338666,0.09867830142514075,0.10610785570729211,seq_hotel
170,6.8,13,0.74,2.59,1.4002231964940455,2.7507271765844026,0.12620493736223778,0.17671508080668338,seq_hotel
170,6.8,14,4.0,-2.41,1.525204904266963,4.660643732361443,0.04396221542388092,0.06705138656694391,seq_hotel
170,6.8,15,3.13,-2.31,1.2752450744856838,3.953795644693843,0.061086176782432236,0.07789984606095844,seq_hotel
170,6.8,16,3.58,-5.93,1.9319679086361636,7.2131685132124845,0.018353513919933808,0.035458399904019236,seq_hotel
180,7.2,5,-1.59,0.93,4.965068306494546e-16,2.356480426398658,0.17196644310307435,8.538251364316722e-17,seq_hotel
180,7.2,6,-1.7,1.32,4.965068306494546e-16,2.5329824318380103,0.14883566997371758,7.389792678623871e-17,seq_hotel
180,7.2,8,-1.51,-0.65,0.024999999999999356,1.97914122790669,0.2437910795382619,0.00609477698845639,seq_hotel
180,7.2,11,0.42,-0.3,2.1154934412566733,2.322154172315008,0.17708806070606264,0.3746286309485391,seq_hotel
180,7.2,12,1.38,1.5,1.2647257607876896,3.0242023741806694,0.10441182384825519,0.13205232335171477,seq_hotel
180,7.2,13,0.74,2.0,1.5002083188677493,2.5329824318380103,0.14883566997371758,0.223284510238826,seq_hotel
180,7.2,14,3.99,-1.8,1.3287682265918312,3.8723248830644366,0.0636836296708462,0.08462078366066124,seq_hotel
180,7.2,15,3.14,-1.8,1.2625000000000002,3.383326765182459,0.08342255619874131,0.10532097720091092,seq_hotel
180,7.2,16,3.44,-5.17,1.8969136116333798,5.730383931291166,0.029080638741655743,0.05516345946403978,seq_hotel
190,7.6,5,-1.59,0.93,4.965068306494546e-16,2.3945980873624704,0.16653522933875792,8.268587891046677e-17,seq_hotel
190,7.6,6,-1.7,1.32,4.965068306494546e-16,2.4609957334379917,0.15767021523179595,7.828433885255637e-17,seq_hotel
190,7.6,8,-1.45,-0.74,0.1566245510767712,2.0751144546747295,0.22176207207249532,0.03473338498420916,seq_hotel
190,7.6,11,0.49,-1.14,2.092023541932547,2.5443663258265308,0.1475068211176391,0.308587742373734,seq_hotel
190,7.6,12,1.4,0.97,1.4379890472461883,2.8540847920130195,0.11722969610736478,0.16857501901438965,seq_hotel
190,7.6,13,0.76,1.39,1.5383127932901037,2.4609957334379917,0.15767021523179595,0.2425461092118759,seq_hotel
190,7.6,14,3.92,-1.35,1.1554896148386629,3.4253175035316072,0.08138974997880914,0.09404501085482925,seq_hotel
190,7.6,15,3.13,-1.3,1.2390772776546273,2.8540847920130195,0.11722969610736478,0.14525665271299282,seq_hotel
190,7.6,16,3.35,-4.43,1.9271903123459306,4.359323341987837,0.05024967025112855,0.09684067770655246,seq_hotel
200,8.0,5,-1.59,0.93,0.0,2.3753947040439405,0.1692387520693615,0.0,seq_hotel
200,8.0,6,-1.7,1.32,0.0,2.5402558926218437,0.14798457415291916,0.0,seq_hotel
200,8.0,8,-1.45,-0.76,0.16817030058842108,2.3204525420701887,0.17734787975696384,0.029824646247447767,seq_hotel
200,8.0,11,0.53,-1.97,2.078047460959444,2.75138147118861,0.1261449199550035,0.2621351306254273,seq_hotel
200,8.0,12,1.35,0.35,1.5751984002023347,2.4606503205453634,0.15771448413677944,0.24843160310099147,seq_hotel
200,8.0,13,0.78,0.77,1.6125484488845583,2.5402558926218437,0.14798457415291916,0.23863229550913168,seq_hotel
200,8.0,14,3.9,-0.88,1.1880919577204443,2.835507009337131,0.11877086834136043,0.14111071348784404,seq_hotel
200,8.0,15,3.09,-0.81,1.2260199835239218,2.7986603938313057,0.12191888395165938,0.14947498809366838,seq_hotel
200,8.0,16,3.25,-3.64,1.990759905161843,3.191755003129156,0.09373726684709119,0.18660839245864563,seq_hotel
210,8.4,5,-1.59,0.93,0.0,2.5016994223927065,0.15258123488877076,0.0,seq_hotel
210,8.4,6,-1.7,1.32,0.0,2.754868417910372,0.12582578874881378,0.0,seq_hotel
210,8.4,8,-1.55,-0.65,0.20691181696558547,2.4382165613415068,0.16063006249917944,0.03323625809100077,seq_hotel
210,8.4,11,0.58,-2.8,2.16426950724719,2.906217472936256,0.1130616093287283,0.2446957935104611,seq_hotel
210,8.4,12,1.38,-0.29,1.5879428516165168,2.51240920233946,0.15128317520854404,0.24022903664225656,seq_hotel
210,8.4,13,0.77,0.1,1.7129105347332052,2.4382165613415068,0.16063006249917944,0.2751449262496976,seq_hotel
210,8.4,14,3.89,-0.4,1.2041594578792285,2.5593163149560083,0.14578856178552566,0.17555267552465098,seq_hotel
210,8.4,15,3.09,-0.32,1.175265927354315,2.3577107541002564,0.17178701492253223,0.20189542540035937,seq_hotel
210,8.4,16,3.15,-2.85,2.0056171120131565,2.5704863353069975,0.1445242695389067,0.2898603480884331,seq_hotel
220,8.8,5,-1.59,0.93,4.965068306494546e-16,2.795800422061632,0.12216844605019792,6.065746795375265e-17,seq_hotel
220,8.8,6,-1.7,1.32,4.965068306494546e-16,3.1126997927843925,0.0985591407230307,4.893528659192557e-17,seq_hotel
220,8.8,8,-1.52,-0.61,0.16817030058842267,2.2700220263248547,0.1853152840192843,0.031164527017151958,seq_hotel
220,8.8,11,0.6,-3.7,2.2962265241042767,3.1036269105676992,0.09913622201415748,0.2276392224883987,seq_hotel
220,8.8,12,1.32,-0.92,1.678773734009443,2.128497122384712,0.2107779844501428,0.3538485440023506,seq_hotel
220,8.8,13,0.75,-0.6,1.7761000112606296,2.470323865407125,0.1564817138142355,0.27792717366754627,seq_hotel
220,8.8,14,3.82,0.08,1.2177078877957572,2.692582403567252,0.13171443566225824,0.16038970724249865,seq_hotel
220,8.8,15,3.11,0.13,1.1752659273543173,2.1700921639414306,0.20277528689006263,0.23831488559138722,seq_hotel
220,8.8,16,3.13,-2.04,2.0212155995835808,2.2294618184665107,0.19211943638494558,0.3883148018044574,seq_hotel
230,9.2,5,-1.59,0.93,0.0125000000000004,3.2246860312284666,0.09183252154630162,0.001147906519328807,seq_hotel
230,9.2,6,-1.7,1.32,0.0250000000000008,3.5813405311419353,0.07445264763381974,0.0018613161908455531,seq_hotel
230,9.2,8,-1.45,-0.74,0.20691181696558666,2.2461745257214543,0.1892711352251347,0.03916243448857187,seq_hotel
230,9.2,11,0.74,-4.63,2.3664979399948813,3.328978822401848,0.08616865562947208,0.20391794603927402,seq_hotel
230,9.2,12,1.29,-1.63,1.8126724055934678,2.880919991947017,0.11505592473840887,0.20855869987335257,seq_hotel
230,9.2,13,0.72,-1.32,1.913520969312855,2.281403077055872,0.18347096114190206,0.3510755314050136,seq_hotel
230,9.2,14,3.8,0.57,1.2130797583011612,3.3376788341600507,0.08572002572251348,0.10398522808503598,seq_hotel
230,9.2,15,3.11,0.62,1.2377524994925297,2.89394194827747,0.11402281323375467,0.14113202207924974,seq_hotel
230,9.2,16,3.0,-1.24,2.125000000000002,1.9789138435010252,0.24384710772231863,0.5181751039099276,seq_hotel
230,9.2,17,1.42,-8.27,1.902958223398505,6.641272468435548,0.02165054263093585,0.04120007814057928,seq_hotel
230,9.2,18,3.29,-6.77,1.8249999999999973,5.515396631249651,0.03139192029321136,0.05729025453511065,seq_hotel
240,9.6,5,-1.6,0.93,0.025000000000000133,3.8280020898635883,0.06516689813775264,0.0016291724534438247,seq_hotel
240,9.6,6,-1.72,1.32,0.02499999999999991,4.214130989895781,0.053771892321673766,0.0013442973080418394,seq_hotel
240,9.6,8,-1.45,-0.76,0.025000000000000022,2.54939208439973,0.14692581754490755,0.003673145438622692,seq_hotel
240,9.6,11,0.71,-5.59,2.200568108466537,3.2736065737959406,0.08910835240529766,0.19608899850109549,seq_hotel
240,9.6,12,1.3,-2.37,1.875374962507497,3.1866283121820156,0.09403912104380004,0.17635861310175446,seq_hotel
240,9.6,13,0.7,-2.13,1.9749999999999983,2.800321410124202,0.12177429398242395,0.2405042306152871,seq_hotel
240,9.6,14,3.79,1.05,1.125277743492689,4.230425510513097,0.05335845883560318,0.060043086154775084,seq_hotel
240,9.6,15,3.13,1.12,1.2000651024006979,3.9406852196033118,0.06149331306274531,0.07379597903760163,seq_hotel
240,9.6,16,2.87,-0.36,2.001561890124808,2.55049014897137,0.14679933259821246,0.29382794962433845,seq_hotel
240,9.6,17,1.55,-7.52,1.9729419656948834,5.156064390598705,0.035919866787713826,0.07086781258765047,seq_hotel
240,9.6,18,3.29,-6.04,1.7885923235885792,4.174805384685614,0.05478969869478296,0.09799643449722,seq_hotel
250,10.0,5,-1.61,0.93,0.025,4.389829153850979,0.049553706607545794,0.001238842665188645,seq_hotel
250,10.0,6,-1.72,1.32,0.0,4.566399018920707,0.04579559076114389,0.0,seq_hotel
250,10.0,8,-1.45,-0.76,0.0,3.0477040538739977,0.10280773629233698,0.0,seq_hotel
250,10.0,11,0.7,-6.39,2.0878367991775586,3.3077484789505984,0.08727832948409427,0.18222290806763572,seq_hotel
250,10.0,12,1.26,-3.13,1.9139700232762247,3.3077484789505984,0.08727832948409427,0.1670481063141819,seq_hotel
250,10.0,13,0.72,-2.9,1.7875437057593848,3.490057306119772,0.07839823148075793,0.1401402652260961,seq_hotel
250,10.0,14,3.78,1.47,1.178253474427297,5.2450357482099195,0.034711587565116185,0.040899048651485505,seq_hotel
250,10.0,15,3.12,1.58,1.1392157390064435,4.774452848232979,0.041891331520893325,0.04772326419653841,seq_hotel
250,10.0,16,2.74,0.34,1.8269253542495911,3.7724395290050707,0.06710066252214289,0.12258790164864816,seq_hotel
250,10.0,17,1.66,-6.71,2.074020853318499,3.60227705764007,0.07358972122864368,0.15262661641810202,seq_hotel
250,10.0,18,3.24,-5.34,1.7257244855422302,2.9672377727442067,0.10845927179866795,0.18717082102704116,seq_hotel
260,10.4,11,0.74,-7.26,2.203548274942029,3.6138760355053683,0.0731180969940025,0.16111925649817818,seq_hotel
260,10.4,12,1.24,-3.9,1.9253652250936688,2.148883430993873,0.20679768251540204,0.3981610665451161,seq_hotel
260,10.4,13,0.69,-3.56,1.7628988910314718,2.7863237428554495,0.12300088342410374,0.21683812098424382,seq_hotel
260,10.4,14,3.72,1.99,1.2281210241665914,6.323242838923712,0.023883152972267785,0.029331402288628884,seq_hotel
260,10.4,15,3.08,2.03,1.1002840542332681,6.079490110198387,0.02583670160203062,0.028427710786697424,seq_hotel
260,10.4,16,2.62,1.08,1.8906430784259607,5.025385557347815,0.03781225756009312,0.07148948303564977,seq_hotel
260,10.4,17,1.86,-5.89,2.052932353975647,2.0843464203437967,0.2198019699738456,0.4512385756268914,seq_hotel
260,10.4,18,3.25,-4.66,1.7624999999999975,2.7863237428554495,0.12300088342410374,0.21678905703498255,seq_hotel
270,10.8,11,0.8,-8.15,2.20287454250123,3.841575197754172,0.06470721444069007,0.14254187540756413,seq_hotel
270,10.8,12,1.23,-4.67,1.9375000000000027,2.1418916872708573,0.2081499789766925,0.40329058426734227,seq_hotel
270,10.8,13,0.69,-4.31,1.9250405839877773,2.5781582573612507,0.14366541674334982,0.2765617577464655,seq_hotel
270,10.8,14,3.71,2.45,1.162768786130761,6.3972884881018155,0.023333479743615118,0.02713144191769005,seq_hotel
270,10.8,15,3.1,2.46,1.1011357772772634,6.3915334623234195,0.02337551824162451,0.025739619448250053,seq_hotel
270,10.8,16,2.48,1.83,1.9010276825969705,5.809922546815922,0.02828985337226181,0.05377979439727896,seq_hotel
270,10.8,17,1.93,-5.09,2.0823664422958834,1.749771413642365,0.31189524073272096,0.6494801828136142,seq_hotel
270,10.8,18,3.24,-3.93,1.7751760476076763,2.5781582573612507,0.14366541674334982,0.2550314066723694,seq_hotel
280,11.2,11,0.83,-9.02,2.176292719282042,4.930821432580984,0.03927650469096255,0.08547717119778876,seq_hotel
280,11.2,12,1.24,-5.45,1.8277376726434278,3.0008332176247317,0.10604438184912515,0.19382131167783095,seq_hotel
280,11.2,13,0.68,-5.1,1.9501602498256438,3.188683113763423,0.09391796163846024,0.18315507553197485,seq_hotel
280,11.2,14,3.7,2.92,1.1752659273543193,6.174989878534215,0.0250437224413887,0.02943303367948287,seq_hotel
280,11.2,15,3.12,2.91,1.1261105629555253,6.151828996322964,0.025232650510011147,0.028414754270688673,seq_hotel
280,11.2,16,2.27,2.56,1.899012901483301,5.8855755878248655,0.027567253422383715,0.05235056990756636,seq_hotel
280,11.2,17,2.0,-4.23,2.1411518512240106,1.6102794788483148,0.36827213981927187,0.7885265739282616,seq_hotel
280,11.2,18,3.27,-3.24,1.7001838135919318,3.188683113763423,0.09391796163846024,0.15967779818325809,seq_hotel
290,11.6,12,1.31,-6.13,1.8751666592599168,4.059076249591771,0.0579584767360827,0.10868180319699379,seq_hotel
290,11.6,13,0.71,-5.87,1.8756665481902686,4.170431632337354,0.054904680669907814,0.10298287287161495,seq_hotel
290,11.6,17,2.03,-3.38,2.1251470537353403,2.842692385749819,0.11817120104832039,0.2511311797442046,seq_hotel
290,11.6,18,3.26,-2.57,1.701653607524162,4.170431632337354,0.054904680669907814,0.09342874793191075,seq_hotel
300,12.0,12,1.26,-6.95,2.0000390621185367,5.432071428101807,0.032362378879581793,0.06472602190224351,seq_hotel
300,12.0,13,0.72,-6.6,1.8515196461285504,5.336525086608326,0.033531599576921964,0.062084415382786806,seq_hotel
300,12.0,17,1.98,-2.53,2.1523243250030863,4.478258590121834,0.04761601504634163,0.10248510744395405,seq_hotel
300,12.0,18,3.21,-1.88,1.6882405782352212,5.432071428101807,0.032362378879581793,0.05463548123273248,seq_hotel
310,12.4,12,1.3,-7.73,1.9131534831267438,6.787230657639388,0.020729372940235788,0.039658472043645365,seq_hotel
310,12.4,13,0.77,-7.35,1.9894251682332735,6.601469533369067,0.021912409499703345,0.04359309895534371,seq_hotel
310,12.4,17,1.95,-1.66,2.101338858918283,6.104703104983894,0.02562372632787294,0.053844131843046886,seq_hotel
310,12.4,18,3.22,-1.22,1.6875462956612464,6.787230657639388,0.020729372940235788,0.03498177651667538,seq_hotel
320,12.8,12,1.3,-8.48,1.8749999999999984,8.178563443539458,0.014276354650044659,0.02676816496883371,seq_hotel
320,12.8,13,0.79,-8.19,2.1005951537599983,8.036199350439235,0.014786656321201791,0.03106077860863113,seq_hotel
320,12.8,17,1.92,-0.85,2.0506096654409904,7.6551485942468815,0.01629536646032378,0.033415435965442886,seq_hotel
320,12.8,18,3.22,-0.53,1.6772838906994867,8.178563443539458,0.014276354650044659,0.023945499672432615,seq_hotel
330,13.2,17,1.91,-0.02,2.116970122604476,1.3870832707519762,0.16544172878575397,0.3502351968714741,seq_hotel
330,13.2,18,3.29,0.12,1.744858518619778,1.3870832707519762,0.16544172878575397,0.28867240980700576,seq_hotel
340,13.6,17,2.03,0.84,1.9769373409392603,1.4000357138301869,0.16239471771021405,0.3210441814126124,seq_hotel
340,13.6,18,3.43,0.85,1.660619236911338,1.4000357138301869,0.16239471771021405,0.2696757922023678,seq_hotel
350,14.0,17,1.98,1.56,1.804335057576612,1.464923206178399,0.1483270671872277,0.2676317273134365,seq_hotel
350,14.0,18,3.44,1.44,1.4752118491931916,1.464923206178399,0.1483270671872277,0.21881384707067297,seq_hotel
430,17.2,20,1.45,1.21,1.5957952562907298,7.59603185880628,0.005516664491908809,0.008803467026735587,seq_hotel
430,17.2,21,2.59,-6.3,1.926460484930837,7.59603185880628,0.005516664491908809,0.010627636152283374,seq_hotel
440,17.6,20,1.36,0.57,1.600048827379963,6.216912416947822,0.008235702100486174,0.0131775254885336,seq_hotel
440,17.6,21,2.56,-5.53,1.9139700232762247,6.216912416947822,0.008235702100486174,0.015762886940963575,seq_hotel
450,18.0,20,1.29,-0.06,1.6095418602819926,4.870492788209423,0.01341851073842898,0.021597654736144875,seq_hotel
450,18.0,21,2.53,-4.77,1.8675686065041963,4.870492788209423,0.01341851073842898,0.025059989401129402,seq_hotel
460,18.4,20,1.22,-0.71,1.612451549659709,3.549901407081611,0.025259080939531706,0.040729044203927915,seq_hotel
460,18.4,21,2.45,-4.04,1.8284641779373185,3.549901407081611,0.025259080939531706,0.04618532466555303,seq_hotel
470,18.8,20,1.13,-1.34,1.6194617161266875,6.2395272256798435,0.016352221258449574,0.026481796301692048,seq_hotel
470,18.8,21,2.44,-3.31,1.839582153642505,4.174793408062248,0.03652667537065341,0.06719382014374725,seq_hotel
470,18.8,23,2.24,-7.48,1.854218164078873,6.2395272256798435,0.016352221258449574,0.03032058568045389,seq_hotel
480,19.2,20,1.1,-2.0,1.6405505935508342,4.863712573744464,0.02691189744406555,0.04415032932544091,seq_hotel
480,19.2,21,2.38,-2.57,1.7724453447144701,4.17432629294836,0.03653485063802476,0.06475602593320547,seq_hotel
480,19.2,23,2.19,-6.74,1.8791620472966126,4.863712573744464,0.02691189744406555,0.05057181629762669,seq_hotel
490,19.6,20,1.05,-2.65,1.650189383070924,3.503855019831729,0.05185466908589893,0.08557002438820648,seq_hotel
490,19.6,21,2.29,-1.9,1.7575284492718732,4.082756421830722,0.03819206860486183,0.0671236471095878,seq_hotel
490,19.6,23,2.14,-5.98,1.8876655556533288,4.082756421830722,0.03819206860486183,0.07209385240454656,seq_hotel
500,20.0,20,1.08,-3.32,1.8625419458363943,2.571167050193355,0.1444477542469819,0.26904000126687094,seq_hotel
500,20.0,21,2.25,-1.17,1.8052440970683226,4.060788100849391,0.05790962150099284,0.10454100237812813,seq_hotel
500,20.0,23,2.17,-5.23,1.9628582475563612,4.060788100849391,0.05790962150099284,0.11366837817609098,seq_hotel
500,20.0,24,0.27,2.65,0.8838834764831877,6.024699162613848,0.026308776442994522,0.02325389278445299,seq_hotel
500,20.0,25,-0.67,2.78,0.7778174593052047,6.346061770893819,0.023711705470268102,0.018443378504677258,seq_hotel
500,20.0,26,3.53,-4.1,1.315294643796594,3.1973895602506737,0.09340718344872717,0.12285796808223672,seq_hotel
510,20.4,20,1.06,-4.14,1.7632090772225522,3.8466608896548182,0.06453622800547228,0.113790863028953,seq_hotel
